_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3216460,324687975,23174987,18,2023-11-03T16:55:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers. / 3334 Turning Movements and Required Signals.,1302,9,2,-79.89630114868066,40.457404658847054
3216461,324747376,23176014,10,2023-11-04T17:46:00,"1300 Block James St Pittsburgh, PA 15212",Y,East Allegheny,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats.,201,1,1,-80.00174471701308,40.4575062052194
3216462,325274797,23180010,0,2023-11-13T00:41:00,"1400 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3703 Driving Upon Sidewalk.,1702,3,3,-79.98403575461585,40.42765321178343
3216463,324238160,23171541,27,2023-10-28T15:20:00,"700 Block Copeland St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,2,-79.9355163090888,40.45203062271419
3216464,324531162,23173768,10,2023-11-01T15:21:00,"30 Block Welsh Way Pittsburgh, PA 15203",Y,South Side Slopes,3,SIMPLE ASSAULT,2701 Simple Assault. / 9501 Bench Warrant,1706,3,3,-79.9873662656954,40.424798645172025
3216465,324554691,23174033,6,2023-11-02T00:15:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97038111303263,40.42655072086149
3216466,-3669000642,23174097,6,2023-11-02T04:30:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,809,7,2,-79.94985762819562,40.462078082218255
3216467,-3615033142,23174713,24,2023-11-02T21:08:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety.,103,6,6,-79.99459104985328,40.435334670473395
3216468,324686212,23175070,10,2023-11-03T18:30:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2620,1,1,-79.99361351005419,40.46659027664096
3216469,324689719,23175163,6,2023-11-03T21:45:00,"4400 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,8,3,-79.94910207307791,40.443706452999535
3216470,324362523,23172776,9,2023-10-29T21:10:00,"5100 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,FORGERY,4101 Forgery. / 3922 Theft by Deception.,1017,9,2,-79.94231910238983,40.46720353225624
3216471,324549731,23173946,23,2023-11-01T20:26:00,"Pride St & Colwell St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-79.98500672905865,40.439268828850544
3216472,324550145,23173967,14,2023-11-01T16:30:00,"4300 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,403,8,3,-79.95476703771492,40.44690359663091
3216473,324604041,23174306,10,2023-11-02T14:18:00,"Fort Duquesne Blvd & 6th St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,201,6,6,-80.0027644838971,40.44407025684121
3216474,324928032,23177084,5,2023-11-07T15:30:00,"3100 Block Terrace St Pittsburgh, PA 15213",N,West Oakland,4,BURGLARY,3502 Burglary.,402,6,3,-79.96758449244031,40.440027670515065
3216475,324932319,23177102,5,2023-11-07T16:32:00,"1200 Block Welser Way Pittsburgh, PA 15212",Y,Spring Garden,1,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 903 Criminal Conspiracy.",2412,,,,
3216476,324933977,23177147,0,2023-11-07T17:32:00,"2nd Ave & Hot Metal St Brg Pittsburgh, PA 15213",N,South Oakland,4,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving / 3744 Duty to Give Information and Render Aid,409,3,3,-79.95777310806159,40.429986209232894
3216477,325286863,23180084,27,2023-11-13T07:18:00,"Centre Ave & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3112 Traffic-Control Signals. / 3744 Duty to Give Information and Render Aid,507,8,3,-79.9520210829231,40.451891846894014
3216478,325289951,23180109,10,2023-11-13T08:50:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.97427399849045,40.44961434187343
3216479,325298644,23180150,6,2023-11-12T21:15:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.00099679748803,40.44414474792425
3216480,325299277,23180190,0,2023-11-13T11:30:00,"300 Block Maple Ter Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1914,2,5,-80.00958408249637,40.4306320353369
3216481,325303983,23180115,10,2023-11-13T09:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT,2709(a) Harassment.,103,6,3,-79.98545870068509,40.43604397407142
3216482,-3707011141,23180201,0,2023-11-13T12:06:00,"1000 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,99,9998 Overdose Other,1806,2,5,-80.02003299749393,40.424971443204456
3216483,324628727,23174115,0,2023-11-02T06:33:00,"2100 Block Brent St Pittsburgh, PA 15210",N,Arlington,3,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1603,3,3,-79.97776231372087,40.41559606869557
3216484,324688669,23175083,10,2023-11-03T19:30:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,903,7,2,-79.95725055025468,40.46282248753833
3216485,324939911,23177276,3,2023-11-07T21:24:00,"5400 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY,3701 Robbery. / 2701 Simple Assault.,703,8,2,-79.93546843810113,40.450646430444735
3216486,324943365,23177296,10,2023-11-07T22:25:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2107,,,,
3216487,325035358,23177910,4,2023-11-09T01:31:00,"600 Block Seagirt St Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 8106 Shots Fired,1306,9,2,-79.87905959030535,40.452057171235296
3216488,325117233,23178192,6,2023-11-09T14:27:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.93645164728059,40.45657066874426
3216489,325117622,23178209,6,2023-11-09T14:27:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.93645164728059,40.45657066874426
3216490,324603886,23174332,99,2023-11-02T14:56:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,6,6,-80.00207710815553,40.44123639882767
3216491,-3518603477,23174502,27,2023-11-02T20:00:00,"Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,,,NaN,NaN
3216492,324688663,23175164,14,2023-11-03T22:12:00,"600 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,,,,
3216493,324690917,23175190,23,2023-11-03T23:57:00,"500 Block Zulema St Pittsburgh, PA 15213",Y,Central Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,406,3,3,-79.95608366976569,40.43594324275855
3216494,324697904,23174812,6,2023-11-03T11:00:00,"3100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,203,7,6,-79.97104130705479,40.459723053217836
3216495,324962931,23177413,14,2023-11-08T00:25:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3216496,324963609,23177441,6,2023-11-08T07:45:00,"700 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1207,,,,
3216497,324964480,23177442,14,2023-11-08T07:15:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3216498,325197458,23178907,0,2023-11-10T21:53:00,"300 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01288271893607,40.462744496182
3216499,325203808,23179085,0,2023-11-11T06:45:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-79.99867967214155,40.45221882271537
3216500,325203988,23179105,6,2023-11-11T08:00:00,"400 Block Catoma St Pittsburgh, PA 15212",N,Fineview,1,THEFT FROM AUTO,3934 Theft from Vehicle,2509,1,1,-80.00414444134233,40.46059822075065
3216501,324501168,23173633,99,2023-11-01T12:30:00,"1700 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,3,-79.98251152173124,40.437399477178204
3216502,324511278,23173634,99,2023-11-01T11:09:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.95748392232689,40.47751001163614
3216503,324549933,23173978,6,2023-10-31T01:00:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306,9,2,-79.87041081134286,40.45171521013142
3216504,324691002,23175191,10,2023-11-03T23:23:00,"400 Block Felmeth St Pittsburgh, PA 15210",Y,Arlington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 4905 False Alarms to Agencies of Public Safety.,1603,3,3,-79.96386234969424,40.411559539177084
3216505,324837519,23176586,5,2023-11-06T16:00:00,"1300 Block Jeffers St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2022,2,5,-80.0650878320952,40.45386702561005
3216506,325031355,23177861,18,2023-11-08T21:24:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99989132962422,40.438220057480564
3216507,324363770,23171586,18,2023-10-28T19:00:00,"600 Block 1st Ave Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,3001,6,6,-79.99688178462712,40.43480407292362
3216508,324454072,23173375,29,2023-10-31T21:20:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,OSC,RUNAWAYS - JUVENILE,029 Missing Juvenile,1115,9,2,-79.9187492236702,40.46105319255318
3216509,324454968,23173360,4,2023-10-31T20:31:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,1,1,-79.99947639629323,40.475751957409834
3216510,324463576,23173531,27,2023-11-01T05:15:00,"Butler St & 62nd St Brg Pittsburgh, PA 15201",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.93776692074388,40.48822208948785
3216511,324552716,23174002,29,2023-11-01T23:00:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3216512,324674921,23174848,99,2023-11-03T15:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3216513,324690109,23175179,0,2023-11-03T23:26:00,"300 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,705,,,,
3216514,324707119,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1306,9,2,-79.87406755546291,40.45320444634244
3216515,324256708,23171976,27,2023-10-29T07:49:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1304,9,2,-79.887261045738,40.44927110961714
3216516,324261299,23172025,6,2023-10-29T10:30:00,"300 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,603,7,2,-79.96094174849381,40.465089849723995
3216517,324973064,23177447,14,2023-11-08T07:00:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.96910613356309,40.426323038597566
3216518,324990704,23177564,99,2023-11-08T11:30:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1919,4,5,-80.02817668976955,40.39625526582658
3216519,325006425,23177604,27,2023-11-08T14:09:00,"Hazelwood Ave & Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1517,5,3,-79.92921885244672,40.41976048642366
3216520,324749250,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3216521,324818993,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3216522,325299127,23180188,0,2023-11-13T11:30:00,"700 Block Maginn Ave Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
3216523,325302372,23180187,6,2023-11-13T11:40:00,"600 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.99961703726682,40.45538673405566
3216524,325304930,23180209,10,2023-11-11T13:00:00,"1400 Block Casement St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715,1,1,-80.03200298472053,40.47038208683415
3216525,325331552,23180284,10,2023-11-13T13:00:00,"100 Block Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.98736813465906,40.39130628746974
3216526,325337743,23180330,99,2023-11-13T16:23:00,"3000 Block Naomi Dr Pittsburgh, PA 15217",Y,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1414,5,3,-79.92821568130763,40.40966783508491
3216527,324722517,23175723,0,2023-11-05T00:09:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99361351005419,40.46659027664096
3216528,324748942,23175980,99,2023-11-05T15:00:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3001,3,5,-79.99060093638174,40.40989877833478
3216529,324759170,23176171,0,2023-11-05T23:30:00,"2100 Block Holyoke St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01476265921296,40.46327261147608
3216530,324761428,23176207,14,2023-11-06T01:34:00,"Grimes Ave & Dove Way Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99300014213806,40.41467760300707
3216531,324837130,23176591,99,2023-11-06T17:44:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,MENTAL 201/302,9498 302 (Mental),1515,5,3,-79.93906601804447,40.40080341498968
3216532,324900773,23176987,0,2023-11-07T12:30:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9472120826774,40.40656849017254
3216533,324931188,23177076,6,2023-10-28T03:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1702,3,3,-79.98517842560688,40.428614936885786
3216534,324939522,23177257,6,2023-11-03T12:00:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.99305421465246,40.41503864999025
3216535,324945953,23177515,14,2023-11-07T23:56:00,"2700 Block Mc Cord St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1608,3,3,-79.96873008270833,40.42335055996001
3216536,324213723,23171241,22,2023-10-28T01:29:00,"5600 Block Northumberland St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 4914(A) False Identification to Law Enforcement",1403,8,3,-79.9275329272116,40.440734216567016
3216537,324214915,23171307,10,2023-10-28T04:26:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault.,2620,1,1,-79.99204184514898,40.46535964895462
3216538,324216402,23171276,10,2023-10-28T02:18:00,"West End Cir Pittsburgh, PA 15220",Y,West End,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property / 3362 Maximum Speed Limits. / 3802(a)(1) DUI - General Impairment / 3742 Accidents Involving Death or Personal Injury / 3733 Fleeing or Attempting to Elude Police Officer / 1785 Proof of Financial Responsibility Following Accident.,2019,,,-80.02710481773475,40.44618928228805
3216539,324232222,23171437,0,2023-10-28T11:26:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.99740883167522,40.441533222252524
3216540,324233428,23171456,14,2023-10-28T12:07:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,,,,
3216541,324234108,23171434,6,2023-10-28T11:22:00,"2700 Block Kingwood St Pittsburgh, PA 15234",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3207,4,5,-80.00288917561154,40.37759775409286
3216542,324235366,23171478,10,2023-10-28T12:59:00,"800 Block Citadel St Pittsburgh, PA 15204",Y,Sheraden,2,SIMPLE ASSAULT,2701 Simple Assault.,201,2,5,-80.05832030337676,40.45506182426315
3216543,324238315,23171579,0,2023-10-28T16:30:00,"500 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1915,2,5,-80.01134926681004,40.42360638379753
3216544,324223253,23171371,14,2023-10-28T08:44:00,"400 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,406,3,3,-79.95391575929918,40.43809993906726
3216545,324270042,23172211,6,2023-10-29T17:47:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,2503,6,1,-80.01656850562077,40.45687440924445
3216546,324273742,23172205,99,2023-10-29T17:20:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-80.05815333640635,40.504457377253146
